time,state,t2m,tp,lai_hv,lai_lv,cases,deaths
2023-03-01,KANEM,28.196704486372596,-273.1499924083463,-273.14821897062444,-272.6836206439497,343.0,0.0
2023-03-01,CHARI BAGUIRMI,31.843031363374052,-273.14996364473905,-272.4063776101789,-271.86134912495874,3436.0,0.0
2023-03-01,LAC,30.020662913602962,-273.1499837196876,-271.68457390280327,-272.0375136431526,2749.0,0.0
2023-03-01,LOGONE OCCIDENTAL,30.764350460737205,-273.1497452106084,-271.5727670522836,-271.5065313877203,3073.0,0.0
2023-03-01,LOGONE ORIENTAL,30.72082926432296,-273.14972412646273,-271.69226493835447,-272.1685171763102,15258.0,0.0
2023-03-01,MANDOUL,31.07970047530597,-273.14991886802795,-271.7242503346263,-271.8062781700721,10765.0,0.0
2023-03-01,MAYO KEBBI EST,32.03947265625004,-273.14989175628847,-272.4263264973958,-271.8170149739583,5380.0,0.0
2023-03-01,MAYO KEBBI OUEST,31.52089360303222,-273.1497563909321,-272.1533466603496,-271.741986627862,4367.0,0.0
2023-03-01,MOYEN CHARI,31.294240592640563,-273.14991985215687,-271.783305476262,-271.7076493302746,8008.0,0.0
2023-03-01,TANDJILE,31.67742793642242,-273.1499246650581,-271.69946541621766,-271.75772747171334,7523.0,0.0
2023-03-01,NDJAMENA,31.14215494791671,-273.1499697429933,-270.7280029296875,-271.8794514973958,11770.0,0.0
2023-03-01,ENNEDI EST,22.805906701821016,-273.1499977518337,-273.13198095631634,-272.7400105019788,343.0,0.0
2023-04-01,TIBESTI,25.705764520789103,-273.14999767154416,-273.1396639784388,-272.88529675409717,184.0,0.0
2023-04-01,BORKOU,31.388821213708127,-273.149999594958,-273.1361323177489,-272.7934621119629,198.0,0.0
2023-04-01,ENNEDI OUEST,28.956703760042558,-273.1499994897543,-273.09677180558833,-272.80513382967564,102.0,0.0
2023-04-01,WADI FIRA,31.12526399381869,-273.14999928629686,-272.88134926596837,-272.2762228494162,825.0,0.0
2023-04-01,SALAMAT,33.58734646557491,-273.1499619985361,-272.5796925046652,-271.8120865276153,1582.0,0.0
2023-04-01,SILA,33.13961304530204,-273.14997836480904,-272.3076751094536,-271.89971694434246,1911.0,0.0
2023-04-01,OUADDAI,32.63544574481227,-273.1499929411977,-271.71907297971217,-271.9751702229496,2841.0,0.0
2023-04-01,GUERA,33.84580675234224,-273.14996670472016,-272.57300372904336,-271.8434527937007,2124.0,0.0
2023-04-01,BATHA,33.961278077776,-273.14999781701147,-272.5760884308784,-272.1809428191216,2169.0,0.0
2023-04-01,HADJER LAMIS,34.234820753528254,-273.14998954153185,-271.8878746771043,-271.8747206164944,3243.0,0.0
2023-04-01,BAHR EL GAZEL,32.64895514059168,-273.1499991017401,-273.1315798761494,-272.47529604002864,833.0,0.0
2023-04-01,KANEM,31.477327673489526,-273.1499994889463,-273.14821897062444,-272.68274798017455,329.0,0.0
2023-04-01,CHARI BAGUIRMI,34.37668154271108,-273.14997015346313,-272.4055221517356,-271.83766394139593,3338.0,0.0
2023-04-01,LAC,33.16444163602944,-273.1499985011528,-271.68418758616724,-272.0366383272059,1958.0,0.0
2023-04-01,LOGONE OCCIDENTAL,32.53697415865389,-273.14994984800893,-271.50563151041666,-271.4802753155048,2813.0,0.0
2023-04-01,LOGONE ORIENTAL,31.879246012369833,-273.1498756051743,-271.53474019368485,-272.14320920308427,13811.0,0.0
2023-04-01,MANDOUL,32.33644421984269,-273.14991599475894,-271.6336220907998,-271.74683590335445,10413.0,0.0
2023-04-01,MAYO KEBBI EST,33.86208333333337,-273.1499011237679,-272.4254817708333,-271.78314127604165,5732.0,0.0
2023-04-01,MAYO KEBBI OUEST,32.71019685952973,-273.1495967914306,-272.0962636815439,-271.7096670018564,3591.0,0.0
2023-04-01,MOYEN CHARI,32.73526257396452,-273.1499258642148,-271.75448424209503,-271.63817543165214,8574.0,0.0
2023-04-01,TANDJILE,33.423376885775895,-273.1499127956725,-271.6924038591056,-271.7066860856681,5225.0,0.0
2023-04-01,NDJAMENA,34.30475260416671,-273.1499782167645,-270.72816569010416,-271.8813232421875,11123.0,0.0
2023-04-01,ENNEDI EST,26.644854673773807,-273.149999483696,-273.13198095631634,-272.7400046039989,386.0,0.0
2023-05-01,TIBESTI,29.455123165183352,-273.1499952454919,-273.1396639784388,-272.8852905273437,165.0,0.0
2023-05-01,BORKOU,34.517976361554986,-273.14999923756017,-273.1361323177489,-272.7935115870701,142.0,0.0
2023-05-01,ENNEDI OUEST,32.36479242970228,-273.14999840822844,-273.09677180558833,-272.8053112816044,79.0,0.0
2023-05-01,WADI FIRA,33.00817307692307,-273.1499821023053,-272.88131170587224,-272.277781861693,1330.0,0.0
2023-05-01,SALAMAT,33.52737577985744,-273.1497851199136,-272.5772493576621,-271.73483690884024,1600.0,0.0
2023-05-01,SILA,33.669480127936254,-273.14992088222,-272.3062356628827,-271.8748940691852,2006.0,0.0
2023-05-01,OUADDAI,33.46318089179846,-273.14994772774844,-271.71858469846217,-271.9729575176013,3016.0,0.0
2023-05-01,GUERA,33.83325397559173,-273.1498485301838,-272.57242251063235,-271.7748459072978,2331.0,0.0
2023-05-01,BATHA,35.45086440538768,-273.1499843712253,-272.57562677731806,-272.175074140471,2151.0,0.0
2023-05-01,HADJER LAMIS,35.094038243447585,-273.14993741285576,-271.88622082125755,-271.86236739620085,3722.0,0.0
2023-05-01,BAHR EL GAZEL,34.814564732142856,-273.14999061505716,-273.1315798761494,-272.4735482742537,726.0,0.0
2023-05-01,KANEM,33.93526707530651,-273.14999581425417,-273.14821897062444,-272.68149991277636,415.0,0.0
2023-05-01,CHARI BAGUIRMI,34.33578186840373,-273.14988382824,-272.40385085133573,-271.7925758704032,3353.0,0.0
2023-05-01,LAC,35.01930147058823,-273.14998055569595,-271.683196662454,-272.0337567497702,2030.0,0.0
2023-05-01,LOGONE OCCIDENTAL,31.740374599358972,-273.1495411999855,-271.3688032101362,-271.4357227814503,2286.0,0.0
2023-05-01,LOGONE ORIENTAL,30.967462158203148,-273.1495127120416,-271.28629913330076,-272.10041974385575,13735.0,0.0
2023-05-01,MANDOUL,31.624065777972078,-273.14964863453116,-271.49143578589377,-271.60843633905154,10576.0,0.0
2023-05-01,MAYO KEBBI EST,33.49872395833336,-273.14974107942686,-272.4226114908854,-271.7069799804687,5455.0,0.0
2023-05-01,MAYO KEBBI OUEST,32.12506188118812,-273.1494504032691,-271.9748992013459,-271.6258192005724,2979.0,0.0
2023-05-01,MOYEN CHARI,32.27910387389056,-273.1497112495899,-271.7118394479244,-271.49300602117233,8986.0,0.0
2023-05-01,TANDJILE,32.86453394396551,-273.1497067079803,-271.6756406586745,-271.60567332300644,5274.0,0.0
2023-05-01,NDJAMENA,34.96393229166671,-273.1499408836532,-270.72694498697916,-271.8727783203125,10855.0,0.0
2023-05-01,ENNEDI EST,30.34946810944365,-273.14999866385637,-273.13198095631634,-272.74000728489887,420.0,0.0
2023-06-01,TIBESTI,31.297782964432827,-273.14992088234453,-273.1396639784388,-272.88528929496545,191.0,0.0
2023-06-01,BORKOU,34.8893589700653,-273.1499814659041,-273.1361323177489,-272.79356420194364,259.0,0.0
2023-06-01,ENNEDI OUEST,33.28607023127364,-273.1499705838819,-273.09677180558833,-272.80540150748755,33.0,0.0
2023-06-01,WADI FIRA,30.754454627403845,-273.1497827375928,-272.8808926425137,-272.27636074862636,1561.0,0.0
2023-06-01,SALAMAT,28.380464049966577,-273.1483677763735,-272.5716621929311,-271.51205532461563,2161.0,0.0
2023-06-01,SILA,28.904775980495003,-273.14868086749703,-272.30266080510694,-271.77758027147127,2300.0,0.0
2023-06-01,OUADDAI,29.663088639451587,-273.14942340301013,-271.713326507689,-271.9501467738698,2771.0,0.0
2023-06-01,GUERA,28.79226435373522,-273.14858475269534,-272.5695026946961,-271.57531993497287,2642.0,0.0
2023-06-01,BATHA,32.47153070076382,-273.14975313884787,-272.5743140001334,-272.1530159868799,2543.0,0.0
2023-06-01,HADJER LAMIS,30.75694304435484,-273.1492321489249,-271.878999476279,-271.7956805813697,4393.0,0.0
2023-06-01,BAHR EL GAZEL,32.871731118403545,-273.1498336134086,-273.1315780542044,-272.4639047195662,776.0,0.0
2023-06-01,KANEM,33.200042927703635,-273.149916102303,-273.14821897062444,-272.6770155925049,430.0,0.0
2023-06-01,CHARI BAGUIRMI,28.990726778941337,-273.1483948408833,-272.3997481293288,-271.64868750257665,3503.0,0.0
2023-06-01,LAC,32.45423368566179,-273.14975102666847,-271.680850758272,-272.02099968405327,1805.0,0.0
2023-06-01,LOGONE OCCIDENTAL,26.624326422275658,-273.1464637717542,-271.13131072215543,-271.3373012444912,2263.0,0.0
2023-06-01,LOGONE ORIENTAL,26.360640462239587,-273.14586510404087,-270.9424346923828,-272.0176211039225,15334.0,0.0
2023-06-01,MANDOUL,26.864938674606663,-273.1465794077957,-271.30700034828453,-271.3815887237762,13357.0,0.0
2023-06-01,MAYO KEBBI EST,28.07156901041668,-273.14765910457663,-272.41694905598956,-271.50531005859375,6917.0,0.0
2023-06-01,MAYO KEBBI OUEST,27.136882155012415,-273.1468271003379,-271.808066551284,-271.46667818881497,3306.0,0.0
2023-06-01,MOYEN CHARI,27.36192388590979,-273.14750037847176,-271.6444631362102,-271.19180366470965,9557.0,0.0
2023-06-01,TANDJILE,27.326350350215534,-273.1469156801604,-271.6413195379849,-271.37429115032324,6975.0,0.0
2023-06-01,NDJAMENA,30.666243489583337,-273.1490945556977,-270.71864420572916,-271.809912109375,11211.0,0.0
2023-06-01,ENNEDI EST,31.256275021733188,-273.14995135280344,-273.13198095631634,-272.7400174723188,455.0,0.0
2023-07-01,TIBESTI,31.484012966176294,-273.14999389476134,-273.1396639784388,-272.88528754369105,353.0,0.0
2023-07-01,BORKOU,34.96277070495182,-273.1499911181574,-273.1361323177489,-272.7935132045255,213.0,0.0
2023-07-01,ENNEDI OUEST,33.37517232912927,-273.1499973223721,-273.09677180558833,-272.8053033204971,138.0,0.0
2023-07-01,WADI FIRA,31.127078146462907,-273.1498292617705,-272.87806248926853,-272.223973267943,2478.0,0.0
2023-07-01,SALAMAT,28.178176787405334,-273.1485068941459,-272.56396762895497,-271.08302691726544,3440.0,0.0
2023-07-01,SILA,28.599552681942157,-273.1489458916065,-272.289705376337,-271.4928053887898,4447.0,0.0
2023-07-01,OUADDAI,29.755187554039082,-273.1494843207744,-271.6842573686079,-271.810943193398,7650.0,0.0
2023-07-01,GUERA,28.541231451090994,-273.1489165573447,-272.56074902536363,-271.2237090402336,5354.0,0.0
2023-07-01,BATHA,32.531255325537984,-273.1497566719628,-272.56883350828474,-272.0451897238933,4317.0,0.0
2023-07-01,HADJER LAMIS,30.649655052923436,-273.1494569714682,-271.8557145641696,-271.60177287440143,6220.0,0.0
2023-07-01,BAHR EL GAZEL,33.24566970532385,-273.14990731726783,-273.1315660814232,-272.41912964127465,1210.0,0.0
2023-07-01,KANEM,33.445376891555384,-273.1499442401664,-273.14821897062444,-272.65284524306315,754.0,0.0
2023-07-01,CHARI BAGUIRMI,28.981676827382955,-273.14902538989855,-272.3914586210628,-271.3681621944055,5406.0,0.0
2023-07-01,LAC,32.42326229319855,-273.1497645100743,-271.67509981043196,-271.9712567497702,2793.0,0.0
2023-07-01,LOGONE OCCIDENTAL,26.459456380208337,-273.14764569838627,-270.952505884415,-271.2355947641226,3692.0,0.0
2023-07-01,LOGONE ORIENTAL,26.22113444010421,-273.14771134419397,-270.73259963989256,-271.9517641703288,21096.0,0.0
2023-07-01,MANDOUL,26.599523669689688,-273.14842009553803,-271.1940468954873,-271.2226565914554,25783.0,0.0
2023-07-01,MAYO KEBBI EST,28.021526692708335,-273.14802650740677,-272.40977620442703,-271.22388264973955,16134.0,0.0
2023-07-01,MAYO KEBBI OUEST,27.090686397741365,-273.14763848687204,-271.6933240833849,-271.29182153078585,6074.0,0.0
2023-07-01,MOYEN CHARI,27.169970125277416,-273.1483973854053,-271.58949682472723,-270.8900050417206,17253.0,0.0
2023-07-01,TANDJILE,27.12726124730608,-273.1476056808943,-271.60885220231677,-271.09959337957974,15085.0,0.0
2023-07-01,NDJAMENA,30.499495442708337,-273.14931298151686,-270.7011067708333,-271.6437744140625,14967.0,0.0
2023-07-01,ENNEDI EST,31.824794178372088,-273.149994451203,-273.13198095631634,-272.7399386538593,554.0,0.0
2023-08-01,TIBESTI,31.765413705499498,-273.14992235207325,-273.1396639784388,-272.8852872193809,402.0,0.0
2023-08-01,BORKOU,34.3495547240355,-273.14989319670417,-273.1361323177489,-272.79324546808016,297.0,0.0
2023-08-01,ENNEDI OUEST,33.182382000236316,-273.1499008753083,-273.09677180558833,-272.8046905459889,125.0,0.0
2023-08-01,WADI FIRA,28.563261933379124,-273.14893575366943,-272.8732754550137,-272.112124130752,3684.0,0.0
2023-08-01,SALAMAT,26.22272483567292,-273.14756835248204,-272.56030377882684,-270.78404451802027,2974.0,0.0
2023-08-01,SILA,26.50226510067114,-273.14801014834427,-272.27449123715394,-271.1729295564178,5030.0,0.0
2023-08-01,OUADDAI,27.243747684041523,-273.14855289929716,-271.64471671967635,-271.6148654621109,10505.0,0.0
2023-08-01,GUERA,26.703798770340256,-273.14765873701157,-272.55034343410995,-270.91800741763745,5072.0,0.0
2023-08-01,BATHA,30.271445107178067,-273.14902941297515,-272.5599947193762,-271.89285559835946,5305.0,0.0
2023-08-01,HADJER LAMIS,28.167004788306485,-273.14830832335093,-271.81850526871216,-271.33776087607106,6659.0,0.0
2023-08-01,BAHR EL GAZEL,31.354228994536243,-273.1494963424847,-273.1315504647521,-272.36818051206023,2242.0,0.0
2023-08-01,KANEM,31.91609669165939,-273.14970414429996,-273.14821897062444,-272.62475538905153,1332.0,0.0
2023-08-01,CHARI BAGUIRMI,26.884050853397127,-273.1472383955304,-272.3807766635059,-271.05677306645777,4315.0,0.0
2023-08-01,LAC,29.94458869485294,-273.1488297594913,-271.6688512465533,-271.9272898954504,4248.0,0.0
2023-08-01,LOGONE OCCIDENTAL,25.54461137820516,-273.14564879145234,-270.8520748823117,-271.17733592497996,3363.0,0.0
2023-08-01,LOGONE ORIENTAL,25.475132242838583,-273.1456230734436,-270.75659344991044,-271.93371175130204,22911.0,0.0
2023-08-01,MANDOUL,25.717863581730796,-273.1454649442253,-271.20420177966565,-271.2059833233173,26019.0,0.0
2023-08-01,MAYO KEBBI EST,26.255572916666665,-273.145738976902,-272.4059952799479,-271.0464143880208,13111.0,0.0
2023-08-01,MAYO KEBBI OUEST,25.80510713180695,-273.145785787365,-271.6381289642636,-271.2006930209622,5779.0,0.0
2023-08-01,MOYEN CHARI,26.043966115014825,-273.146604903196,-271.58255073502215,-270.80849421574516,14542.0,0.0
2023-08-01,TANDJILE,25.94367591594829,-273.146021945964,-271.59752323545257,-270.98463513604526,12406.0,0.0
2023-08-01,NDJAMENA,27.53326822916671,-273.14745413303996,-270.67237955729166,-271.3482421875,19166.0,0.0
2023-08-01,ENNEDI EST,31.024129815611275,-273.1497903120175,-273.13198095631634,-272.739495947909,566.0,0.0
2023-09-01,TIBESTI,29.68621977948993,-273.14997849555436,-273.1396639784388,-272.885287608553,371.0,0.0
2023-09-01,BORKOU,33.985517646629035,-273.14998550425923,-273.1361323177489,-272.79332177391854,238.0,0.0
2023-09-01,ENNEDI OUEST,32.242675965855426,-273.1499934875728,-273.09677180558833,-272.80462120359016,62.0,0.0
2023-09-01,WADI FIRA,30.720728880494505,-273.1497680329571,-272.8750252189217,-272.170713856456,5681.0,0.0
2023-09-01,SALAMAT,27.781327289438536,-273.14880934617685,-272.5600394019468,-270.7685085140235,2898.0,0.0
2023-09-01,SILA,28.384225566275177,-273.14902255754606,-272.27734227532505,-271.2282220827653,5221.0,0.0
2023-09-01,OUADDAI,29.167919342885398,-273.1493192701472,-271.6535024047369,-271.6928486096529,11360.0,0.0
2023-09-01,GUERA,27.970658438116402,-273.14885474512977,-272.5522565913153,-270.94402572962895,7561.0,0.0
2023-09-01,BATHA,31.72124004188572,-273.1496247131489,-272.56196805575513,-271.9886010710106,5083.0,0.0
2023-09-01,HADJER LAMIS,29.497224672379048,-273.14915129809134,-271.823095703125,-271.42342371786793,7077.0,0.0
2023-09-01,BAHR EL GAZEL,32.31156633129001,-273.1498196160574,-273.13156712253465,-272.4206410747601,1979.0,0.0
2023-09-01,KANEM,32.47930303196148,-273.1499048634467,-273.14821897062444,-272.6502646638299,2564.0,0.0
2023-09-01,CHARI BAGUIRMI,27.91600428759898,-273.14866842033075,-272.38148009770777,-271.0487057970193,4577.0,0.0
2023-09-01,LAC,31.9082490808824,-273.14979329052727,-271.6714994542739,-271.97054227941175,4585.0,0.0
2023-09-01,LOGONE OCCIDENTAL,26.1767227564103,-273.147182852696,-270.77882799979966,-271.1372420873397,3062.0,0.0
2023-09-01,LOGONE ORIENTAL,26.035546875000023,-273.1472720042963,-270.70941200256345,-271.9096791585286,23562.0,0.0
2023-09-01,MANDOUL,26.233713942307702,-273.1476801551224,-271.18720839707163,-271.1490686803431,23378.0,0.0
2023-09-01,MAYO KEBBI EST,27.137682291666692,-273.1482085167042,-272.40527425130205,-270.99478515625,11610.0,0.0
2023-09-01,MAYO KEBBI OUEST,26.430909653465392,-273.1472416831982,-271.5774430983137,-271.1815569887067,6300.0,0.0
2023-09-01,MOYEN CHARI,26.657374491494124,-273.1481867759306,-271.5839682674972,-270.7642368655233,12799.0,0.0
2023-09-01,TANDJILE,26.60492995689657,-273.1477941299194,-271.58415443157327,-270.8882509428879,8183.0,0.0
2023-09-01,NDJAMENA,29.066145833333337,-273.14925905208025,-270.680029296875,-271.42128092447916,21130.0,0.0
2023-09-01,ENNEDI EST,30.492909841691073,-273.1499908361505,-273.13198095631634,-272.7393572560166,522.0,0.0
2023-10-01,TIBESTI,23.97317530178998,-273.1497036304009,-273.1396639784388,-272.8852973378553,361.0,0.0
2023-10-01,BORKOU,30.421717783332554,-273.14999668354614,-273.1361323177489,-272.79342909684334,269.0,0.0
2023-10-01,ENNEDI OUEST,27.983969514266334,-273.1499968137372,-273.09677180558833,-272.8046814310979,69.0,0.0
2023-10-01,WADI FIRA,30.08766580099592,-273.14998846789814,-272.87858511117787,-272.24635210980426,5281.0,0.0
2023-10-01,SALAMAT,30.39177241741868,-273.14983396987714,-272.56490937639256,-271.09528943502113,2222.0,0.0
2023-10-01,SILA,31.004904768770984,-273.1499246363068,-272.29109771523696,-271.5477616073301,4987.0,0.0
2023-10-01,OUADDAI,31.09098995646002,-273.14997221017705,-271.6854356124938,-271.8529585404829,4695.0,0.0
2023-10-01,GUERA,30.01489508213143,-273.1497359173965,-272.56191098064596,-271.32117917514176,10913.0,0.0
2023-10-01,BATHA,32.21284846983821,-273.1499716027044,-272.5689907078987,-272.11535865893967,5264.0,0.0
2023-10-01,HADJER LAMIS,30.659979838709717,-273.1498584120612,-271.852890211536,-271.6638982957409,6381.0,0.0
2023-10-01,BAHR EL GAZEL,31.433113485307842,-273.1499938544644,-273.1315783144822,-272.47066647787847,1368.0,0.0
2023-10-01,KANEM,30.22003039144596,-273.14999357821307,-273.14821897062444,-272.67723856857486,1148.0,0.0
2023-10-01,CHARI BAGUIRMI,29.88409530116263,-273.1497323427321,-272.39027463565714,-271.31832755297654,5210.0,0.0
2023-10-01,LAC,31.22604262408089,-273.14991401893434,-271.6763291302849,-272.01907384535843,3774.0,0.0
2023-10-01,LOGONE OCCIDENTAL,28.045769481169884,-273.14954038853375,-270.8876192533053,-271.18598257211534,3746.0,0.0
2023-10-01,LOGONE ORIENTAL,27.780236816406273,-273.1494996999874,-270.81144307454423,-271.93118832906083,22138.0,0.0
2023-10-01,MANDOUL,28.04100503988201,-273.1496676456093,-271.23157369973774,-271.21501055097247,25924.0,0.0
2023-10-01,MAYO KEBBI EST,29.23173502604169,-273.14975882270875,-272.40895507812496,-271.12285807291664,13486.0,0.0
2023-10-01,MAYO KEBBI OUEST,28.55076336246907,-273.1496704847853,-271.6541721457302,-271.3245762588954,7715.0,0.0
2023-10-01,MOYEN CHARI,28.719451218102847,-273.149735300131,-271.6139441134661,-270.9442819087463,13505.0,0.0
2023-10-01,TANDJILE,28.62074858566814,-273.14967358757013,-271.59601545662713,-270.95580297009695,9862.0,0.0
2023-10-01,NDJAMENA,29.978987630208337,-273.14975650056147,-270.70411783854166,-271.6579345703125,20894.0,0.0
2023-10-01,ENNEDI EST,26.053751615689066,-273.14999739684015,-273.13198095631634,-272.73949112228905,545.0,0.0
2023-11-01,TIBESTI,20.827413230190643,-273.14999944188077,-273.1396639784388,-272.8853408602675,274.0,0.0
2023-11-01,BORKOU,26.62292162686333,-273.149999525005,-273.1361323177489,-272.7934422267756,137.0,0.0
2023-11-01,ENNEDI OUEST,24.327420453538537,-273.149999525005,-273.09677180558833,-272.804738658768,194.0,0.0
2023-11-01,WADI FIRA,27.235060203468436,-273.149999525005,-272.8799632984203,-272.2674592741243,3310.0,0.0
2023-11-01,SALAMAT,29.82571083653636,-273.14985923230523,-272.57258870877894,-271.47528452609737,2613.0,0.0
2023-11-01,SILA,30.28669875996229,-273.14998523704156,-272.2995193379037,-271.7427705700765,3227.0,0.0
2023-11-01,OUADDAI,29.742183447072648,-273.1499978171877,-271.7009486744997,-271.9180287719244,4101.0,0.0
2023-11-01,GUERA,29.753280344705388,-273.1499637981487,-272.56775783561386,-271.6312998875123,6477.0,0.0
2023-11-01,BATHA,30.104207495790945,-273.1499982533985,-272.5725501563013,-272.15879499758745,3394.0,0.0
2023-11-01,HADJER LAMIS,29.815174521169354,-273.1499953771798,-271.8690305648311,-271.771579570155,4212.0,0.0
2023-11-01,BAHR EL GAZEL,28.551046421075455,-273.14999947414566,-273.13158117753864,-272.4831137455857,802.0,0.0
2023-11-01,KANEM,27.09197585444946,-273.1499992613902,-273.14821897062444,-272.6872575268854,522.0,0.0
2023-11-01,CHARI BAGUIRMI,29.739744418906696,-273.1499742595163,-272.3973276586205,-271.5651917309119,4205.0,0.0
2023-11-01,LAC,29.06516256893383,-273.14999869711403,-271.6784725413603,-272.0370942957261,2344.0,0.0
2023-11-01,LOGONE OCCIDENTAL,28.18163686899038,-273.1496411724634,-271.1783030974559,-271.3115037184495,3588.0,0.0
2023-11-01,LOGONE ORIENTAL,27.929600016276083,-273.1495922038556,-271.1861976623535,-272.024303817749,21956.0,0.0
2023-11-01,MANDOUL,28.28268718586105,-273.14969361213576,-271.4278064220935,-271.4440707973667,18913.0,0.0
2023-11-01,MAYO KEBBI EST,29.361526692708367,-273.149955837681,-272.41576253255204,-271.3951302083333,11031.0,0.0
2023-11-01,MAYO KEBBI OUEST,29.073543374845315,-273.1498807665865,-271.8689349183942,-271.52305050085084,7140.0,0.0
2023-11-01,MOYEN CHARI,28.921120042067344,-273.149751969643,-271.6896519045858,-271.31845919817863,11662.0,0.0
2023-11-01,TANDJILE,28.796017982219837,-273.14984064432963,-271.6354786839978,-271.2515557650862,10761.0,0.0
2023-11-01,NDJAMENA,29.489404296875023,-273.1499908202438,-270.7138427734375,-271.75990397135416,16275.0,0.0
2023-11-01,ENNEDI EST,22.46508031261442,-273.149999525005,-273.13198095631634,-272.7395481360953,452.0,0.0
2023-12-01,TIBESTI,15.965187933797154,-273.14999956476663,-273.1396639784388,-272.8853513679139,269.0,0.0
2023-12-01,BORKOU,21.027479197620323,-273.1499995649923,-273.1361323177489,-272.79344707914186,143.0,0.0
2023-12-01,ENNEDI OUEST,18.326321128455845,-273.1499995649923,-273.09677180558833,-272.80493549426245,95.0,0.0
2023-12-01,WADI FIRA,21.858468728537105,-273.1499995649923,-272.880631331559,-272.2801564646291,2460.0,0.0
2023-12-01,SALAMAT,28.247358668254265,-273.1499995649923,-272.5801531514594,-271.7512593913631,2336.0,0.0
2023-12-01,SILA,27.356581965708926,-273.1499995649923,-272.30416251572984,-271.84442605652265,3797.0,0.0
2023-12-01,OUADDAI,25.572460358510398,-273.1499995649923,-271.7109430004014,-271.9601483371418,2094.0,0.0
2023-12-01,GUERA,27.13629027598006,-273.1499995649923,-272.57128102078707,-271.8008324376695,3580.0,0.0
2023-12-01,BATHA,24.918164639967983,-273.1499995649923,-272.57451611392287,-272.18832093488214,2471.0,0.0
2023-12-01,HADJER LAMIS,25.212147177419354,-273.1499995649923,-271.87787327920233,-271.82699260096393,3452.0,0.0
2023-12-01,BAHR EL GAZEL,22.56978122084888,-273.1499995649923,-273.13158976670775,-272.48891273612406,763.0,0.0
2023-12-01,KANEM,21.135479062910463,-273.1499995649923,-273.14821897062444,-272.69004611735164,352.0,0.0
2023-12-01,CHARI BAGUIRMI,26.338726371825544,-273.1499995649923,-272.4023157929997,-271.73004205145116,3550.0,0.0
2023-12-01,LAC,23.59771656709563,-273.1499995649923,-271.68100801355695,-272.0465647977941,2016.0,0.0
2023-12-01,LOGONE OCCIDENTAL,26.457415614983972,-273.1499995649923,-271.45270150991587,-271.4313000801282,3079.0,0.0
2023-12-01,LOGONE ORIENTAL,27.045688883463583,-273.14999842204605,-271.58325996398924,-272.1199198404948,18675.0,0.0
2023-12-01,MANDOUL,27.346023751638995,-273.14999926102945,-271.6542699000218,-271.6756561065887,18279.0,0.0
2023-12-01,MAYO KEBBI EST,26.552353515625043,-273.1499995649923,-272.4218286132812,-271.6389298502604,7002.0,0.0
2023-12-01,MAYO KEBBI OUEST,26.830964282951754,-273.1499995649923,-272.07498718866026,-271.6665145420792,5125.0,0.0
2023-12-01,MOYEN CHARI,27.814579384707883,-273.1499993807117,-271.7718478411612,-271.63178840953213,10356.0,0.0
2023-12-01,TANDJILE,26.699489830280186,-273.1499995649923,-271.67393335802797,-271.5626027074353,7537.0,0.0
2023-12-01,NDJAMENA,25.172509765625023,-273.1499995649923,-270.7190511067708,-271.8149169921875,10259.0,0.0
2023-12-01,ENNEDI EST,16.03032340947567,-273.1499995649923,-273.13198095631634,-272.7396725298545,530.0,0.0
